"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,202,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,203,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,205,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,206,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,207,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,208,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,210,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,212,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,217,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,221,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,222,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,223,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,226,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,228,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,229,,
"SI001","Ljubljana","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,230,,
"MEX09","Merida","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,1236070,,
"MEX09","Merida","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,1204565,,
"MEX09","Merida","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,1319007,,
"MEX09","Merida","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,1484048,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2001","2001","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2002","2002","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2003","2003","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2004","2004","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2006","2006","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2007","2007","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2008","2008","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2009","2009","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,0.4,,
"JPN36","Miyazaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,0.4,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2001","2001","RATIO","Ratio","0","Units",,,18,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2002","2002","RATIO","Ratio","0","Units",,,18,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2003","2003","RATIO","Ratio","0","Units",,,18,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2004","2004","RATIO","Ratio","0","Units",,,18,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,18,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2006","2006","RATIO","Ratio","0","Units",,,18,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2007","2007","RATIO","Ratio","0","Units",,,18,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2008","2008","RATIO","Ratio","0","Units",,,18.1,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2009","2009","RATIO","Ratio","0","Units",,,18.1,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,18.1,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,18.1,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,18.1,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,18.1,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,18.1,,
"FR001","Paris","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,18.1,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2001","2001","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2002","2002","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2003","2003","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2004","2004","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2006","2006","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2007","2007","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2008","2008","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2009","2009","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,0.5,,
"DE073","Offenburg","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2016","2016","RATIO","Ratio","0","Units",,,0.5,,
"MEX63","Tulancingo de Bravo","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,0.2,,
"MEX63","Tulancingo de Bravo","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,0.2,,
"MEX63","Tulancingo de Bravo","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,0.2,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,540593,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,557057,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,565688,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,569231,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,578345,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,587778,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,602532,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,609490,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,620644,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,630998,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,650299,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,659959,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,668271,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,677296,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,685223,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,695830,,
"USA71","El Paso (CO)","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,710746,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2001","2001","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2002","2002","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2003","2003","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2004","2004","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2006","2006","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2007","2007","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2008","2008","RATIO","Ratio","0","Units",,,2.8,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2009","2009","RATIO","Ratio","0","Units",,,2.7,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,2.7,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,2.7,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,2.7,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,2.6,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,2.6,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,2.6,,
"HU004","Pecs","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2016","2016","RATIO","Ratio","0","Units",,,2.6,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2000","2000","PER","Persons","0","Units",,,69,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,70,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,71,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,72,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,73,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,73,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,75,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,76,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,77,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,77,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,78,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,78,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,79,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,79,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,80,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,81,,
"USA115","Marion (OR)","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,83,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,278649,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,279164,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,279156,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,279767,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,279746,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,279660,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,292584,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,292786,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,293450,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,304547,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,304697,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,304996,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,304827,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,304574,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,304570,,
"PL514","Tarnow","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,304402,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2001","2001","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2002","2002","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2003","2003","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2004","2004","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2006","2006","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2007","2007","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2008","2008","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2009","2009","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,2.3,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,2.4,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,2.4,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,2.4,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,2.4,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,2.4,,
"DE004","Cologne","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2016","2016","RATIO","Ratio","0","Units",,,2.4,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,505,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,508,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,511,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,512,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,515,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,518,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,522,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,526,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,529,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,531,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,533,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,534,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,535,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,536,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,538,,
"UK506","Doncaster","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,541,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2002","2002","RATIO","Ratio","0","Units",,,33.9,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2003","2003","RATIO","Ratio","0","Units",,,34,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2004","2004","RATIO","Ratio","0","Units",,,34.1,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,34.1,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2006","2006","RATIO","Ratio","0","Units",,,34.2,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2007","2007","RATIO","Ratio","0","Units",,,34.2,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2008","2008","RATIO","Ratio","0","Units",,,34.1,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2009","2009","RATIO","Ratio","0","Units",,,34.1,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,34,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,33.9,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,33.8,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,33.6,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,33.4,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,33.2,,
"EL001","Athens","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2016","2016","RATIO","Ratio","0","Units",,,33,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2001","2001","RATIO","Ratio","0","Units",,,0.9,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2002","2002","RATIO","Ratio","0","Units",,,0.9,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2003","2003","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2004","2004","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2005","2005","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2006","2006","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2007","2007","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2008","2008","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2009","2009","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,0.8,,
"JPN13","Takasaki","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,0.8,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,294278,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,295679,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,297571,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,291137,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,297196,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,298859,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,301715,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,298991,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,299698,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,305809,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,309458,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,315348,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,322805,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,327875,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,325417,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,322886,,
"USA136","Muscogee","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,318940,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2000","2000","PER","Persons","0","Units",,,95,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,95,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,95,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,96,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,97,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,97,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,99,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,99,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,100,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,101,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,101,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,101,,
"USA48","Jefferson (AL)","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,102,,
